INFO     | 2016-05-08 07:48:58,938 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2016-05-08 07:58:53,767 | parser     | Setting 'models' to 'all_protein'
INFO     | 2016-05-08 07:58:53,767 | parser     | The models included in this analysis are: MTMAM+I+G+F, DAYHOFF+G, CPREV+I+G+F, CPREV+I+G, MTMAM+G, JTT+I+G+F, MTMAM+G+F, RTREV+G+F, DCMUT+I+G, RTREV+I+G, VT+G+F, DCMUT+G, MTMAM+I+G, WAG+I+G+F, DCMUT+G+F, LG+G+F, RTREV+I+G+F, WAG+I+G, CPREV+G, MTREV+I+G+F, DAYHOFF+I+G, LG+G, MTREV+G, VT+G, LG+I+G, MTREV+G+F, DAYHOFF+I+G+F, WAG+G, JTT+G, CPREV+G+F, WAG+G+F, BLOSUM62+G+F, MTREV+I+G, JTT+G+F, DCMUT+I+G+F, BLOSUM62+I+G+F, DAYHOFF+G+F, LG+I+G+F, RTREV+G, VT+I+G, BLOSUM62+I+G, BLOSUM62+G, JTT+I+G, VT+I+G+F
INFO     | 2016-05-08 07:58:53,768 | parser     | Setting datatype to 'protein'
INFO     | 2016-05-08 07:58:53,768 | config     | Setting 'model_selection' to 'bic'
INFO     | 2016-05-08 07:58:56,778 | config     | Setting 'search' to 'hcluster'
INFO     | 2016-05-08 07:58:56,779 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2016-05-08 07:58:56,779 | config     | Looking for alignment file './publishedGenomes_mare.phylip'...
INFO     | 2016-05-08 07:58:56,779 | analysis   | Beginning Analysis
INFO     | 2016-05-08 07:58:56,779 | analysis   | Removing Schemes in './analysis/schemes' (they will be recalculated from existing subset data)
INFO     | 2016-05-08 07:58:56,779 | config     | Checking previously run configuration data...
INFO     | 2016-05-08 07:58:56,885 | alignment  | Reading alignment file './publishedGenomes_mare.phylip'
INFO     | 2016-05-08 07:58:57,421 | analysis   | No starting tree file found.
INFO     | 2016-05-08 07:58:57,422 | raxml      | Making MP tree for ./analysis/start_tree/filtered_source.phy
INFO     | 2016-05-08 07:59:01,981 | raxml      | Estimating LG+G branch lengths on tree using RAxML
INFO     | 2016-05-08 08:08:08,629 | raxml      | Branchlength estimation finished
INFO     | 2016-05-08 08:08:08,630 | analysis   | Starting tree with branch lengths is here: ./analysis/start_tree/RAxML_result.BLTREE
INFO     | 2016-05-08 08:08:08,651 | method     | Performing strict clustering analysis
INFO     | 2016-05-08 08:08:08,652 | progress   | PartitionFinder will have to analyse 1325 subsets to complete this analysis
INFO     | 2016-05-08 08:08:08,652 | progress   | This will result in 663 schemes being created
INFO     | 2016-05-08 08:08:08,750 | method     | Analysing starting scheme (scheme start_scheme)
INFO     | 2016-05-08 08:08:10,097 | threadpool | Found 32 cpus
INFO     | 2016-05-08 08:08:59,979 | progress   | Finished subset 1/1325, 0.08 percent done
INFO     | 2016-05-08 08:09:12,593 | progress   | Finished subset 2/1325, 0.15 percent done
INFO     | 2016-05-08 08:09:28,703 | progress   | Finished subset 3/1325, 0.23 percent done
INFO     | 2016-05-08 08:09:45,608 | progress   | Finished subset 4/1325, 0.30 percent done
INFO     | 2016-05-08 08:10:41,048 | progress   | Finished subset 5/1325, 0.38 percent done
INFO     | 2016-05-08 08:11:14,557 | progress   | Finished subset 6/1325, 0.45 percent done
INFO     | 2016-05-08 08:11:27,633 | progress   | Finished subset 7/1325, 0.53 percent done
INFO     | 2016-05-08 08:12:20,171 | progress   | Finished subset 8/1325, 0.60 percent done
INFO     | 2016-05-08 08:12:42,431 | progress   | Finished subset 9/1325, 0.68 percent done
INFO     | 2016-05-08 08:12:45,277 | progress   | Finished subset 10/1325, 0.75 percent done
INFO     | 2016-05-08 08:13:21,935 | progress   | Finished subset 11/1325, 0.83 percent done
INFO     | 2016-05-08 08:14:21,615 | progress   | Finished subset 12/1325, 0.91 percent done
INFO     | 2016-05-08 08:14:30,762 | progress   | Finished subset 13/1325, 0.98 percent done
INFO     | 2016-05-08 08:14:44,774 | progress   | Finished subset 14/1325, 1.06 percent done
INFO     | 2016-05-08 08:15:02,075 | progress   | Finished subset 15/1325, 1.13 percent done
INFO     | 2016-05-08 08:15:47,841 | progress   | Finished subset 16/1325, 1.21 percent done
INFO     | 2016-05-08 08:15:54,951 | progress   | Finished subset 17/1325, 1.28 percent done
INFO     | 2016-05-08 08:16:00,122 | progress   | Finished subset 18/1325, 1.36 percent done
INFO     | 2016-05-08 08:16:01,285 | progress   | Finished subset 19/1325, 1.43 percent done
INFO     | 2016-05-08 08:16:37,735 | progress   | Finished subset 20/1325, 1.51 percent done
INFO     | 2016-05-08 08:16:39,857 | progress   | Finished subset 21/1325, 1.58 percent done
INFO     | 2016-05-08 08:16:46,793 | progress   | Finished subset 22/1325, 1.66 percent done
INFO     | 2016-05-08 08:17:22,930 | progress   | Finished subset 23/1325, 1.74 percent done
INFO     | 2016-05-08 08:17:32,655 | progress   | Finished subset 24/1325, 1.81 percent done
INFO     | 2016-05-08 08:17:52,491 | progress   | Finished subset 25/1325, 1.89 percent done
INFO     | 2016-05-08 08:18:22,056 | progress   | Finished subset 26/1325, 1.96 percent done
INFO     | 2016-05-08 08:18:56,919 | progress   | Finished subset 27/1325, 2.04 percent done
INFO     | 2016-05-08 08:19:10,897 | progress   | Finished subset 28/1325, 2.11 percent done
INFO     | 2016-05-08 08:19:28,837 | progress   | Finished subset 29/1325, 2.19 percent done
INFO     | 2016-05-08 08:20:04,275 | progress   | Finished subset 30/1325, 2.26 percent done
INFO     | 2016-05-08 08:20:05,526 | progress   | Finished subset 31/1325, 2.34 percent done
INFO     | 2016-05-08 08:20:43,520 | progress   | Finished subset 32/1325, 2.42 percent done
INFO     | 2016-05-08 08:20:43,728 | progress   | Finished subset 33/1325, 2.49 percent done
INFO     | 2016-05-08 08:21:11,992 | progress   | Finished subset 34/1325, 2.57 percent done
INFO     | 2016-05-08 08:21:19,614 | progress   | Finished subset 35/1325, 2.64 percent done
INFO     | 2016-05-08 08:21:47,291 | progress   | Finished subset 36/1325, 2.72 percent done
INFO     | 2016-05-08 08:22:05,920 | progress   | Finished subset 37/1325, 2.79 percent done
INFO     | 2016-05-08 08:22:19,669 | progress   | Finished subset 38/1325, 2.87 percent done
INFO     | 2016-05-08 08:22:39,480 | progress   | Finished subset 39/1325, 2.94 percent done
INFO     | 2016-05-08 08:22:48,524 | progress   | Finished subset 40/1325, 3.02 percent done
INFO     | 2016-05-08 08:23:45,546 | progress   | Finished subset 41/1325, 3.09 percent done
INFO     | 2016-05-08 08:24:11,051 | progress   | Finished subset 42/1325, 3.17 percent done
INFO     | 2016-05-08 08:24:25,327 | progress   | Finished subset 43/1325, 3.25 percent done
INFO     | 2016-05-08 08:24:32,810 | progress   | Finished subset 44/1325, 3.32 percent done
INFO     | 2016-05-08 08:25:03,626 | progress   | Finished subset 45/1325, 3.40 percent done
INFO     | 2016-05-08 08:25:19,763 | progress   | Finished subset 46/1325, 3.47 percent done
INFO     | 2016-05-08 08:25:27,980 | progress   | Finished subset 47/1325, 3.55 percent done
INFO     | 2016-05-08 08:26:09,984 | progress   | Finished subset 48/1325, 3.62 percent done
INFO     | 2016-05-08 08:26:37,729 | progress   | Finished subset 49/1325, 3.70 percent done
INFO     | 2016-05-08 08:27:22,539 | progress   | Finished subset 50/1325, 3.77 percent done
INFO     | 2016-05-08 08:27:57,492 | progress   | Finished subset 51/1325, 3.85 percent done
INFO     | 2016-05-08 08:28:14,725 | progress   | Finished subset 52/1325, 3.92 percent done
INFO     | 2016-05-08 08:28:41,893 | progress   | Finished subset 53/1325, 4.00 percent done
INFO     | 2016-05-08 08:28:51,394 | progress   | Finished subset 54/1325, 4.08 percent done
INFO     | 2016-05-08 08:28:53,741 | progress   | Finished subset 55/1325, 4.15 percent done
INFO     | 2016-05-08 08:29:28,453 | progress   | Finished subset 56/1325, 4.23 percent done
INFO     | 2016-05-08 08:29:44,766 | progress   | Finished subset 57/1325, 4.30 percent done
INFO     | 2016-05-08 08:30:20,876 | progress   | Finished subset 58/1325, 4.38 percent done
INFO     | 2016-05-08 08:30:38,282 | progress   | Finished subset 59/1325, 4.45 percent done
INFO     | 2016-05-08 08:31:21,009 | progress   | Finished subset 60/1325, 4.53 percent done
INFO     | 2016-05-08 08:31:34,179 | progress   | Finished subset 61/1325, 4.60 percent done
INFO     | 2016-05-08 08:32:35,338 | progress   | Finished subset 62/1325, 4.68 percent done
INFO     | 2016-05-08 08:32:38,270 | progress   | Finished subset 63/1325, 4.75 percent done
INFO     | 2016-05-08 08:32:51,441 | progress   | Finished subset 64/1325, 4.83 percent done
INFO     | 2016-05-08 08:33:42,821 | progress   | Finished subset 65/1325, 4.91 percent done
INFO     | 2016-05-08 08:33:52,045 | progress   | Finished subset 66/1325, 4.98 percent done
INFO     | 2016-05-08 08:33:53,983 | progress   | Finished subset 67/1325, 5.06 percent done
INFO     | 2016-05-08 08:34:27,250 | progress   | Finished subset 68/1325, 5.13 percent done
INFO     | 2016-05-08 08:34:30,597 | progress   | Finished subset 69/1325, 5.21 percent done
INFO     | 2016-05-08 08:35:17,460 | progress   | Finished subset 70/1325, 5.28 percent done
INFO     | 2016-05-08 08:35:31,563 | progress   | Finished subset 71/1325, 5.36 percent done
INFO     | 2016-05-08 08:36:18,853 | progress   | Finished subset 72/1325, 5.43 percent done
INFO     | 2016-05-08 08:36:48,920 | progress   | Finished subset 73/1325, 5.51 percent done
INFO     | 2016-05-08 08:36:56,268 | progress   | Finished subset 74/1325, 5.58 percent done
INFO     | 2016-05-08 08:37:49,203 | progress   | Finished subset 75/1325, 5.66 percent done
INFO     | 2016-05-08 08:38:18,728 | progress   | Finished subset 76/1325, 5.74 percent done
INFO     | 2016-05-08 08:38:28,850 | progress   | Finished subset 77/1325, 5.81 percent done
INFO     | 2016-05-08 08:38:49,086 | progress   | Finished subset 78/1325, 5.89 percent done
INFO     | 2016-05-08 08:39:12,481 | progress   | Finished subset 79/1325, 5.96 percent done
INFO     | 2016-05-08 08:40:11,738 | progress   | Finished subset 80/1325, 6.04 percent done
INFO     | 2016-05-08 08:40:21,556 | progress   | Finished subset 81/1325, 6.11 percent done
INFO     | 2016-05-08 08:40:52,411 | progress   | Finished subset 82/1325, 6.19 percent done
INFO     | 2016-05-08 08:41:49,656 | progress   | Finished subset 83/1325, 6.26 percent done
INFO     | 2016-05-08 08:41:50,886 | progress   | Finished subset 84/1325, 6.34 percent done
INFO     | 2016-05-08 08:42:03,552 | progress   | Finished subset 85/1325, 6.42 percent done
INFO     | 2016-05-08 08:42:26,822 | progress   | Finished subset 86/1325, 6.49 percent done
INFO     | 2016-05-08 08:42:32,666 | progress   | Finished subset 87/1325, 6.57 percent done
INFO     | 2016-05-08 08:43:17,016 | progress   | Finished subset 88/1325, 6.64 percent done
INFO     | 2016-05-08 08:43:33,359 | progress   | Finished subset 89/1325, 6.72 percent done
INFO     | 2016-05-08 08:43:38,379 | progress   | Finished subset 90/1325, 6.79 percent done
INFO     | 2016-05-08 08:43:40,971 | progress   | Finished subset 91/1325, 6.87 percent done
INFO     | 2016-05-08 08:43:58,426 | progress   | Finished subset 92/1325, 6.94 percent done
INFO     | 2016-05-08 08:43:58,856 | progress   | Finished subset 93/1325, 7.02 percent done
INFO     | 2016-05-08 08:44:36,456 | progress   | Finished subset 94/1325, 7.09 percent done
INFO     | 2016-05-08 08:45:06,236 | progress   | Finished subset 95/1325, 7.17 percent done
INFO     | 2016-05-08 08:45:21,514 | progress   | Finished subset 96/1325, 7.25 percent done
INFO     | 2016-05-08 08:45:26,768 | progress   | Finished subset 97/1325, 7.32 percent done
INFO     | 2016-05-08 08:46:25,712 | progress   | Finished subset 98/1325, 7.40 percent done
INFO     | 2016-05-08 08:46:57,276 | progress   | Finished subset 99/1325, 7.47 percent done
INFO     | 2016-05-08 08:47:35,902 | progress   | Finished subset 100/1325, 7.55 percent done
INFO     | 2016-05-08 08:48:06,124 | progress   | Finished subset 101/1325, 7.62 percent done
INFO     | 2016-05-08 08:48:07,266 | progress   | Finished subset 102/1325, 7.70 percent done
INFO     | 2016-05-08 08:48:21,032 | progress   | Finished subset 103/1325, 7.77 percent done
INFO     | 2016-05-08 08:49:02,591 | progress   | Finished subset 104/1325, 7.85 percent done
INFO     | 2016-05-08 08:49:58,255 | progress   | Finished subset 105/1325, 7.92 percent done
INFO     | 2016-05-08 08:50:07,891 | progress   | Finished subset 106/1325, 8.00 percent done
INFO     | 2016-05-08 08:50:35,283 | progress   | Finished subset 107/1325, 8.08 percent done
INFO     | 2016-05-08 08:50:48,844 | progress   | Finished subset 108/1325, 8.15 percent done
INFO     | 2016-05-08 08:51:01,806 | progress   | Finished subset 109/1325, 8.23 percent done
INFO     | 2016-05-08 08:51:48,427 | progress   | Finished subset 110/1325, 8.30 percent done
INFO     | 2016-05-08 08:52:05,072 | progress   | Finished subset 111/1325, 8.38 percent done
INFO     | 2016-05-08 08:53:16,103 | progress   | Finished subset 112/1325, 8.45 percent done
INFO     | 2016-05-08 08:53:23,648 | progress   | Finished subset 113/1325, 8.53 percent done
INFO     | 2016-05-08 08:53:35,242 | progress   | Finished subset 114/1325, 8.60 percent done
INFO     | 2016-05-08 08:53:40,713 | progress   | Finished subset 115/1325, 8.68 percent done
INFO     | 2016-05-08 08:53:57,220 | progress   | Finished subset 116/1325, 8.75 percent done
INFO     | 2016-05-08 08:54:01,596 | progress   | Finished subset 117/1325, 8.83 percent done
INFO     | 2016-05-08 08:54:20,344 | progress   | Finished subset 118/1325, 8.91 percent done
INFO     | 2016-05-08 08:54:33,598 | progress   | Finished subset 119/1325, 8.98 percent done
INFO     | 2016-05-08 08:54:46,380 | progress   | Finished subset 120/1325, 9.06 percent done
INFO     | 2016-05-08 08:54:58,741 | progress   | Finished subset 121/1325, 9.13 percent done
INFO     | 2016-05-08 08:55:16,942 | progress   | Finished subset 122/1325, 9.21 percent done
INFO     | 2016-05-08 08:55:44,788 | progress   | Finished subset 123/1325, 9.28 percent done
INFO     | 2016-05-08 08:56:18,621 | progress   | Finished subset 124/1325, 9.36 percent done
INFO     | 2016-05-08 08:56:40,782 | progress   | Finished subset 125/1325, 9.43 percent done
INFO     | 2016-05-08 08:57:02,889 | progress   | Finished subset 126/1325, 9.51 percent done
INFO     | 2016-05-08 08:57:48,730 | progress   | Finished subset 127/1325, 9.58 percent done
INFO     | 2016-05-08 08:57:48,947 | progress   | Finished subset 128/1325, 9.66 percent done
INFO     | 2016-05-08 08:58:16,280 | progress   | Finished subset 129/1325, 9.74 percent done
INFO     | 2016-05-08 08:59:05,150 | progress   | Finished subset 130/1325, 9.81 percent done
INFO     | 2016-05-08 08:59:09,111 | progress   | Finished subset 131/1325, 9.89 percent done
INFO     | 2016-05-08 08:59:34,404 | progress   | Finished subset 132/1325, 9.96 percent done
ERROR    | 2016-05-08 08:59:48,132 | main       | User interrupted the Program
ERROR    | 2016-05-08 08:59:48,132 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,136 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,372 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,372 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,206 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,207 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,207 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,207 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,208 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,208 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,208 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,208 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,394 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,394 | raxml      | 
ERROR    | 2016-05-08 08:59:48,395 | raxml      | 
ERROR    | 2016-05-08 08:59:48,208 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,209 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,209 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,209 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,210 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,210 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,210 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,210 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,210 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,210 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,210 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,369 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,369 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,369 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,369 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,371 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,206 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,206 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,373 | raxml      | 
ERROR    | 2016-05-08 08:59:48,373 | raxml      | 
ERROR    | 2016-05-08 08:59:48,386 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,388 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,389 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,390 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,391 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,393 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,394 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,209 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,208 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,209 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:48,424 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,425 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,425 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,426 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,426 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,427 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,427 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,427 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,428 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,428 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,429 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,429 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,430 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,430 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,431 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,432 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,432 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,432 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,432 | raxml      | 
ERROR    | 2016-05-08 08:59:48,433 | raxml      | 
ERROR    | 2016-05-08 08:59:48,433 | raxml      | 
ERROR    | 2016-05-08 08:59:48,433 | raxml      | 
ERROR    | 2016-05-08 08:59:48,434 | raxml      | 
ERROR    | 2016-05-08 08:59:48,434 | raxml      | 
ERROR    | 2016-05-08 08:59:48,434 | raxml      | 
ERROR    | 2016-05-08 08:59:48,435 | raxml      | 
ERROR    | 2016-05-08 08:59:48,435 | raxml      | 
ERROR    | 2016-05-08 08:59:48,435 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,436 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,436 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:48,436 | raxml      | 
ERROR    | 2016-05-08 08:59:48,437 | raxml      | 
ERROR    | 2016-05-08 08:59:48,437 | raxml      | 
ERROR    | 2016-05-08 08:59:48,437 | raxml      | 
ERROR    | 2016-05-08 08:59:48,438 | raxml      | 
ERROR    | 2016-05-08 08:59:48,438 | raxml      | 
ERROR    | 2016-05-08 08:59:48,438 | raxml      | 
ERROR    | 2016-05-08 08:59:48,438 | raxml      | 
ERROR    | 2016-05-08 08:59:48,439 | raxml      | 
ERROR    | 2016-05-08 08:59:48,439 | raxml      | 
ERROR    | 2016-05-08 08:59:48,439 | raxml      | 
ERROR    | 2016-05-08 08:59:48,439 | raxml      | 
ERROR    | 2016-05-08 08:59:48,440 | raxml      | 
ERROR    | 2016-05-08 08:59:48,440 | raxml      | 
ERROR    | 2016-05-08 08:59:48,440 | raxml      | 
ERROR    | 2016-05-08 08:59:48,440 | raxml      | 
ERROR    | 2016-05-08 08:59:48,440 | raxml      | 
ERROR    | 2016-05-08 08:59:48,441 | raxml      | 
ERROR    | 2016-05-08 08:59:48,442 | raxml      | 
ERROR    | 2016-05-08 08:59:48,442 | raxml      | 
ERROR    | 2016-05-08 08:59:48,442 | raxml      | 
ERROR    | 2016-05-08 08:59:48,442 | raxml      | 
ERROR    | 2016-05-08 08:59:48,442 | raxml      | 
ERROR    | 2016-05-08 08:59:48,442 | raxml      | 
ERROR    | 2016-05-08 08:59:48,443 | raxml      | 
ERROR    | 2016-05-08 08:59:48,443 | raxml      | 
ERROR    | 2016-05-08 08:59:48,444 | raxml      | 
ERROR    | 2016-05-08 08:59:48,444 | raxml      | 
ERROR    | 2016-05-08 08:59:48,444 | raxml      | 
ERROR    | 2016-05-08 08:59:48,444 | raxml      | 
ERROR    | 2016-05-08 08:59:48,444 | raxml      | 
ERROR    | 2016-05-08 08:59:48,445 | raxml      | 
ERROR    | 2016-05-08 08:59:48,445 | raxml      | 
ERROR    | 2016-05-08 08:59:48,445 | raxml      | 
ERROR    | 2016-05-08 08:59:48,445 | raxml      | 
ERROR    | 2016-05-08 08:59:48,445 | raxml      | 
ERROR    | 2016-05-08 08:59:48,446 | raxml      | 
ERROR    | 2016-05-08 08:59:48,446 | raxml      | 
ERROR    | 2016-05-08 08:59:48,446 | raxml      | 
ERROR    | 2016-05-08 08:59:48,446 | raxml      | 
ERROR    | 2016-05-08 08:59:48,446 | raxml      | 
ERROR    | 2016-05-08 08:59:48,446 | raxml      | 
ERROR    | 2016-05-08 08:59:48,447 | raxml      | 
ERROR    | 2016-05-08 08:59:48,447 | raxml      | 
ERROR    | 2016-05-08 08:59:48,447 | raxml      | 
ERROR    | 2016-05-08 08:59:48,447 | raxml      | 
ERROR    | 2016-05-08 08:59:48,450 | raxml      | 
ERROR    | 2016-05-08 08:59:48,450 | raxml      | 
ERROR    | 2016-05-08 08:59:48,450 | raxml      | 
ERROR    | 2016-05-08 08:59:49,282 | raxml      | RAxML did not execute successfully
ERROR    | 2016-05-08 08:59:49,282 | raxml      | RAxML output follows, in case it's helpful for finding the problem
ERROR    | 2016-05-08 08:59:49,282 | raxml      | 
ERROR    | 2016-05-08 08:59:49,283 | raxml      | 
INFO     | 2016-05-08 09:00:11,396 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2016-05-08 09:00:11,461 | config     | Setting 'alignment' to 'publishedGenomes_mare.phylip'
INFO     | 2016-05-08 09:00:11,461 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2016-05-08 09:00:11,461 | parser     | Setting 'models' to 'all_protein'
